Brands,Buyer,Buyer PO,Color,Commercial Inv. No.,Customer Group,Customer Style,Delivery Date,Division,Gender,Invoice No,Item,Order Type,Plant,Season,Ship Date,Style,Currency,Rate,Exchange Rate,USD Rate,Quantity,Net Value,Ship Quantity,INR Value,USD Value,Delivery_Delay_Days,On_Time_Flag,In_Full_Flag,OTIF_Flag,Delayed,Days_Left,Order_Value,Order_Age,PR_Created_Date,PR_Delay_Days,PR_Approved_Date,Plant_Load_%,Not_Shipped_Flag
CROWN & IVY,"BELK INTERNATIONAL,INC",2690256,PINK PARTY,4000019840,BELK INTL.,72627SPH000007,23-11-2025,WOVEN,WOMEN,RGHR25105924,SHORTS,BULK,MANESAR-11 (WOVEN),SP26,23-11-2025,BI11100246,USD,5.86,87.75,87.8,2734,16021.24,2734,1405863.81,16012.12,0,1,1,1,0,-89,16012.12,74,28-10-2025,19,16-11-2025,103.1683168,1
LOFT,PREMIUM BRANDS OPCO LLC,5019715,C12 SMOKEY OPAL,Not Generated,PREMIUM BRANDS,780909P,05-02-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,05-02-2026,PB11100769,USD,6,89.6,89.1,650,3900,0,349440,3921.89,0,0,0,0,0,-15,3921.89,58,26-12-2025,5,31-12-2025,119.009901,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500637496,BRIGHT WHITE,4000018631,PVH CORP,4LF812G,15-10-2025,KNITS,MEN,RGUP25101728,TEE,BULK,NOIDA - B-33-34 (KNITS),SP26,15-10-2025,PC10100108,USD,5.45,88,88,5000,27250,5000,2398000,27250,0,0,1,0,0,-128,27250,43,14-09-2025,15,29-09-2025,86.93069307,1
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1116167,8ML,Not Generated,SUPER DRY,W6011955A BUY-4,15-12-2025,KNITS,WOMEN,Not Generated,TOP,BULK,MANESAR-407 (KNITS),SS26,15-12-2025,SU10100301,GBP,4.9,118.6,89.6,1045,5120.5,0,607291.3,6777.8,0,1,0,0,0,-67,6777.8,10,20-11-2025,4,24-11-2025,116.8316832,0
CROWN & IVY,BELK,2689895,HARBOR NAVY,4000017284,BELK INTL.,72626HOP000006,19-09-2025,KNITS,WOMEN,RGHR25104721,BOTTOM,BULK,GURUGRAM-871 (KNITS),TR26,19-09-2025,BI10100173,USD,8.39,87.15,87.15,1296,10873.44,1296,947620.3,10873.44,0,0,1,0,0,-154,10873.44,37,12-08-2025,7,19-08-2025,66.13861386,1
WOMENS RETAIL,J.CREW OPERATING CORP,1801779,BL8133 NAVY,4000020869,J.CREW,CI939/224492-SP26,11-12-2025,WOVEN,WOMEN,RGHR25106753,PANTS,BULK,GURUGRAM-227 (WOVEN),SP26,11-12-2025,JC11100335,USD,19.43,89.59,89.6,1161,22558.23,1161,2020991.83,22555.71,0,0,1,0,0,-71,22555.71,77,02-11-2025,9,11-11-2025,91.08910891,1
LANDS END,"LANDS END REEDSBURG, USA",217850,M0K IVORY/SOFT BLU,Not Generated,LANDS END,556948-REGULAR,19-01-2026,WOVEN,WOMENS,Not Generated,DRESS,BULK,GURUGRAM-227 (WOVEN),SS26,19-01-2026,LE11100120,USD,13.44,89.6,89.1,216,2903.04,0,260112.38,2919.33,0,0,0,0,0,-32,2919.33,46,25-12-2025,6,31-12-2025,79.00990099,0
CALVIN KLEIN,PVH CORP.,4300134974,BELUGA,4000016859,PVH CORP,4L0139G HO25,04-08-2025,KNITS,MEN,RGUP25101200,TEE,BULK,NOIDA - B-33-34 (KNITS),HO25,04-08-2025,PC10100083,USD,8.21,85.09,85.1,483,3965.43,483,337418.44,3964.96,0,0,1,0,0,-200,3964.96,24,24-06-2025,9,03-07-2025,91.08910891,1
OUTLET,CHICOS RETAIL SERVICES INC.,4502229157,LUSH SAGE,4000020994,CHICO'S,202-26C133724,16-12-2025,KNITS,WOMEN,RGUP25102185,TOP,BULK,NOIDA - B-33-34 (KNITS),SP26,16-12-2025,CH10100053,USD,3.05,89.59,89.6,1601,4883.05,1629,437472.45,4882.51,0,1,1,1,0,-66,4882.51,82,02-11-2025,4,06-11-2025,88.91089109,1
CALVIN KLEIN,PVH CORP.,4500646439,BLACK,4000018785,PVH CORP,4RF822G,17-10-2025,KNITS,MEN,RGUP25101757,TEE,BULK,NOIDA - B-33-34 (KNITS),SP26,17-10-2025,PC10100112,USD,5.35,88,87,4,21.4,4,1883.2,21.65,0,0,1,0,0,-126,21.65,62,18-09-2025,8,26-09-2025,79.6039604,1
PERUNA T-53,MARKS AND SPENCER PLC,2012824883,BLACK,4000017255,MARK & SPENCER,7561U,21-09-2025,WOVEN,WOMEN,RGHR25104495,SKIRTS,BULK,GURUGRAM-227 (WOVEN),WI25,21-09-2025,MS11100231,USD,16.45,87.29,87.15,300,4935,303,430776.15,4942.93,0,0,1,0,0,-152,4942.93,36,26-08-2025,9,04-09-2025,66.73267327,1
ATS,PREMIUM BRANDS OPCO LLC,5015082,WINTER WHITE,Not Generated,PREMIUM BRANDS,848181P,16-02-2026,WOVEN,WOMEN,Not Generated,SKIRTS,BULK,GURUGRAM-294 (WOVEN),SP26,16-02-2026,PB11100709,USD,25.26,87,89.1,330,8335.8,0,725214.6,8139.33,0,0,0,0,0,-4,8139.33,30,08-01-2026,6,14-01-2026,101.980198,0
ATS,PREMIUM BRANDS OPCO LLC,5009769,9192 WINTER WHITE,4000019335,PREMIUM BRANDS,858880P,07-11-2025,WOVEN,WOMEN,RGHR25105518,TOP,BULK,GURUGRAM-294 (WOVEN),SP26,07-11-2025,PB11100568,USD,11.57,87,87.75,270,3123.9,279,271779.3,3097.2,0,1,1,1,0,-105,3097.2,66,11-10-2025,6,17-10-2025,106.9306931,1
LANDS END,"LANDS END REEDSBURG, USA",221130,3EN COMPASS RED DO,Not Generated,LANDS END,557683-PETITE,23-02-2026,WOVEN,WOMENS,Not Generated,TOP,BULK,GURUGRAM-227 (WOVEN),SS26,23-02-2026,LE11100143,USD,10.76,89.55,89.1,268,2883.68,0,258233.54,2898.24,0,0,0,0,0,3,2898.24,83,15-01-2026,3,18-01-2026,69.30693069,0
LOFT,PREMIUM BRANDS OPCO LLC,lof.com,BLACK 2222,Not Generated,PREMIUM BRANDS,588274P SUM26,20-03-2026,KNITS,WOMEN,Not Generated,TANK,BULK,GURUGRAM-871 (KNITS),SU26,20-03-2026,PB10100523,USD,4.22,89.55,89.1,1970,8313.4,0,744464.97,8355.39,0,1,0,0,0,28,8355.39,32,08-02-2026,5,13-02-2026,78.61386139,0
CROWN & IVY,BELK,2691315,WHITE FLORAL,Not Generated,BELK INTL.,72627FAD000010,01-03-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-11 (WOVEN),FA26,01-03-2026,BI11100485,USD,17,87,89.1,1878,31926,0,2777562,31173.54,0,1,0,0,0,9,31173.54,85,16-01-2026,4,20-01-2026,94.05940594,0
BOYS,HANNA ANDERSON,34108,CM4 BLACK/ECRU,4000019596,HANNA ANDERSSON,84110,06-11-2025,KNITS,BOYS,RGUP25101930,TEE,BULK,NOIDA - D-53-54 (KNITS),SS26,06-11-2025,HA10100188,USD,3.18,87.75,87,2217,7050.06,2256,618642.77,7110.84,0,1,1,1,0,-106,7110.84,67,29-09-2025,20,19-10-2025,91.08910891,1
OLDER GIRLS T-74,MARKS AND SPENCER PLC,2012903832,PINK,Not Generated,MARK & SPENCER,2596E,01-03-2026,WOVEN,KIDS,Not Generated,DRESS,BULK,MANESAR-181 (WOVEN),SU26,01-03-2026,MS11100522,USD,9.8,89.55,89.1,957,9378.6,0,839853.63,9425.97,0,1,0,0,0,9,9425.97,5,07-02-2026,9,16-02-2026,94.05940594,0
LANDS END,"LANDS END REEDSBURG, USA",214746,QHN LIGHT SEA BLUE,4000020417,LANDS END,555667-XR,15-12-2025,WOVEN,WOMEN,RGHR25106303,DRESS,BULK,GURUGRAM-227 (WOVEN),SS26,15-12-2025,LE11100104,USD,12.55,87.79,89.6,311,3903.05,311,342648.76,3824.2,0,1,1,1,0,-67,3824.2,20,06-11-2025,8,14-11-2025,116.8316832,1
J.JILL,JILL ACQUISITION LLC,3047738,NAVY BLUE/CREAM,Not Generated,J.JILL,KDR340371,08-01-2026,KNITS,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-232 (KNITS),SP26,08-01-2026,JJ10100236,USD,12.35,87.3,89.1,1262,15585.7,0,1360631.61,15270.84,0,0,0,0,0,-43,15270.84,58,11-12-2025,8,19-12-2025,77.42574257,0
CORE,TALBOTS IMPORT LLC.,6483372,PINK/NAVY MULTI,Not Generated,TALBOTS,262075307P,06-02-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,06-02-2026,TA11100209,USD,10.86,87.75,89.1,494,5364.84,0,470764.71,5283.55,0,1,0,0,0,-14,5283.55,6,10-01-2026,8,18-01-2026,134.6534653,0
OLDER GIRLS T-74,MARKS AND SPENCER PLC,Poland Hub -DENIM,DENIM,Not Generated,MARK & SPENCER,4718E,22-02-2026,WOVEN,KIDS,Not Generated,ROMPER,BULK,MANESAR-181 (WOVEN),SU26,22-02-2026,MS11100648,USD,6,87.8,89.1,136,816,0,71644.8,804.09,0,1,0,0,0,2,804.09,9,14-01-2026,4,18-01-2026,107.5247525,0
LANDS END,"LANDS END REEDSBURG, USA",210520,XKS  NAVY/BOURBON,4000016322,LANDS END,519655-PETITE,14-07-2025,WOVEN,WOMEN’S,RGHR25103272,SHIRT,BULK,MANESAR-181 (WOVEN),FH25,14-07-2025,LE11100067,USD,6.4,84.5,84.5,775,4960,775,419120,4960,0,0,1,0,0,-221,4960,47,21-06-2025,7,28-06-2025,77.22772277,1
QUINCE,LAST BRAND INC. (QUINCE),22529,FRUIT,4000016508,LAST BRAND INC.,BUK40014TF CHASE HO25,21-07-2025,KNITS,KIDS,RGUP25101109,PAJAMA,BULK,NOIDA - D-53-54 (KNITS),HO25,21-07-2025,LI10100016,USD,7.1,85.09,85.1,56,397.6,56,33831.78,397.55,0,1,1,1,0,-214,397.55,44,27-06-2025,5,02-07-2025,77.42574257,1
CALVIN KLEIN,PVH CORP.,4300145095,CRADLE PINK,4000020265,PVH CORP,47F144G,01-12-2025,WOVEN,WOMEN,RGHR25106206,SHIRT,BULK,MANESAR-166 (WOVEN),SP26,01-12-2025,PC11100036,USD,9.15,87.79,87.8,61,558.15,61,48999.99,558.09,0,1,1,1,0,-81,558.09,69,04-11-2025,6,10-11-2025,82.57425743,1
ATS,PREMIUM BRANDS OPCO LLC,5013032,BLACK 2222,4000020953,PREMIUM BRANDS,843493,05-12-2025,KNITS,WOMEN,RGHR25106797,TOP,BULK,GURUGRAM-418 (KNITS),SP26,05-12-2025,PB10100431,USD,8.04,89.59,89.6,51,410.04,51,36735.48,409.99,0,0,1,0,0,-77,409.99,12,30-10-2025,9,08-11-2025,101.3861386,1
CROWN & IVY,BELK,2687113,TRUE BLACK,4000015971,BELK INTL.,43525YRP000025,05-07-2025,KNITS,KIDS,RGHR25103026,PANTS,BULK,GURUGRAM-871 (KNITS),F26,05-07-2025,BI10100050,USD,5,84.5,84.5,504,2520,504,212940,2520,0,1,1,1,0,-230,2520,29,27-05-2025,6,02-06-2025,67.92079208,1
WOMENS RETAIL,J.CREW OPERATING CORP,1801738,BL8133 NAVY,Not Generated,J.CREW,CS956/260084-SP26,15-01-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-227 (WOVEN),SP26,15-01-2026,JC11100423,USD,32.95,87.8,89.1,450,14827.5,0,1301854.5,14611.16,0,1,0,0,0,-36,14611.16,61,17-12-2025,3,20-12-2025,98.61386139,0
CALVIN KLEIN,CALVIN KLEIN EUROPE BV,4500648302,BLUE NOMAD,Not Generated,PVH CORP,4RG879G,16-02-2026,KNITS,MEN,Not Generated,TEE,BULK,NOIDA - B-33-34 (KNITS),SU26,16-02-2026,PC10100151,USD,4.95,87.75,89.1,7672,37976.4,0,3332429.1,37401,0,0,0,0,0,-4,37401,19,05-01-2026,21,26-01-2026,101.980198,0
CROWN & IVY,BELK,2689954,ROSE DUST,4000017956,BELK INTL.,33727ST0000260,12-09-2025,KNITS,MEN,RGUP25101499,SWEATSHIR,BULK,NOIDA - D-49-50 (KNITS),TR26,12-09-2025,BI10100180,USD,7.75,86.2,87.3,1346,10431.5,1346,899195.3,10300.06,0,1,1,1,0,-161,10300.06,17,10-08-2025,8,18-08-2025,74.25742574,1
T25- MENS CASUAL SHIRTS,MARKS AND SPENCER RELIANCE,TBC-NEW,OLIVE,Not Generated,MARK & SPENCER,0108M,15-02-2026,WOVEN,MEN,Not Generated,SHIRT,BULK,NOIDA - B-14 (WOVEN),SP26,15-02-2026,MS11100394,INR,1260,1,89.1,800,1008000,0,1008000,11313.13,0,0,0,0,0,-5,11313.13,23,05-01-2026,4,09-01-2026,103.5643564,0
CALVIN KLEIN,PVH CORP.,5200028362,PEARLY PINK,4000016656,PVH CORP,47C200G-HO25,04-08-2025,KNITS,WOMENS,RGUP25101162,TOP,BULK,NOIDA - B-33-34 (KNITS),HO25,04-08-2025,PC10100065,USD,5.12,85.09,85.1,163,834.56,163,71012.71,834.46,0,1,1,1,0,-200,834.46,38,09-07-2025,3,12-07-2025,91.08910891,1
WOMENS RETAIL,J.CREW RETAIL DC (ASHEVILLE),6134802,WT0002,Not Generated,J.CREW,CT441/259568,05-02-2026,KNITS,WOMEN,Not Generated,TANK,BULK,GURUGRAM-232 (KNITS),SU26,05-02-2026,JC10100193,USD,5.06,88,89.1,2047,10357.82,0,911488.16,10229.95,0,0,0,0,0,-15,10229.95,76,01-01-2026,19,20-01-2026,119.009901,0
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1117188,J8L,4000021365,SUPER DRY,M1110479A BUY 4,15-12-2025,KNITS,MEN,RGHR25107180,RUGBY,BULK,MANESAR-407 (KNITS),SS26,15-12-2025,SU10100310,GBP,12.2,118.84,89.6,445,5429,445,645182.36,7200.7,0,1,1,1,0,-67,7200.7,40,01-11-2025,8,09-11-2025,116.8316832,1
CROWN & IVY,BELK,2689560,MEDUSA PINK,4000016399,BELK INTL.,45827SPK000001,18-07-2025,KNITS,BOYS,RGHR25103436,TEE,BULK,GURUGRAM-871 (KNITS),F26,18-07-2025,BI10100143,USD,5.15,85.09,85.1,210,1081.5,210,92024.84,1081.37,0,0,1,0,0,-217,1081.37,6,12-06-2025,5,17-06-2025,90.69306931,1
CORE,TALBOTS IMPORT LLC.,6493935,C41 TA WHITE MULTI,Not Generated,TALBOTS,262075211X,06-03-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,06-03-2026,TA11100267,USD,13.91,89.6,89.1,130,1808.3,0,162023.68,1818.45,0,1,0,0,0,14,1818.45,36,30-01-2026,9,08-02-2026,140,0
QUINCE,LAST BRAND INC. (QUINCE),22400,BUTTERFLY FLORAL,4000016500,LAST BRAND INC.,BUK40011TF CHASE HO25,21-07-2025,KNITS,KIDS,RGUP25101111,PAJAMA,BULK,NOIDA - D-53-54 (KNITS),HO25,21-07-2025,LI10100014,USD,7.89,85.09,85.1,51,402.39,51,34239.37,402.34,0,1,1,1,0,-214,402.34,11,01-07-2025,8,09-07-2025,77.42574257,1
CALVIN KLEIN,PVH CORP.,4300147914,DARK DENIM,4000019575,PVH CORP,4RF811G,17-11-2025,KNITS,MEN,RGUP25101906,TEE,BULK,NOIDA - D-49-50 (KNITS),SP26,17-11-2025,PC10100103,USD,4.47,87.75,87.75,299,1336.53,299,117280.51,1336.53,0,1,1,1,0,-95,1336.53,69,28-10-2025,3,31-10-2025,89.30693069,1
J.JILL,JILL ACQUISITION LLC,3049314,BLACK,Not Generated,J.JILL,KTP350702 SU26,11-03-2026,KNITS,WOMEN,Not Generated,TEE,BULK,MANESAR-407 (KNITS),SU26,11-03-2026,JJ10100373,USD,8.1,89.55,89.1,197,1595.7,0,142894.94,1603.76,0,0,0,0,0,19,1603.76,8,01-02-2026,4,05-02-2026,71.28712871,0
CALVIN KLEIN,PVH CORP.,T530037693,MEDIVAL FOREST,4000017198,PVH CORP,4RE804G,11-08-2025,KNITS,MEN,RGUP25101316,TEE,BULK,NOIDA - D-49-50 (KNITS),HO25,11-08-2025,PC10100092,USD,5.23,85.09,86.9,1001,5235.23,1001,445465.72,5126.19,0,0,1,0,0,-193,5126.19,43,09-07-2025,4,13-07-2025,106.1386139,1
LOS,PREMIUM BRANDS OPCO LLC,5005866,WHITE 009000,4000017747,PREMIUM BRANDS,797925,05-09-2025,KNITS,WOMEN,RGHR25104415,TOP,BULK,GURUGRAM-418 (KNITS),WI25,05-09-2025,PB10100239,USD,5.66,86.2,87.3,2994,16946.04,2994,1460748.65,16732.52,0,1,1,1,0,-168,16732.52,85,06-08-2025,17,23-08-2025,78.61386139,1
LOU & GREY,PREMIUM BRANDS OPCO LLC,5008339,FRENCH BURGUNDY,4000016878,PREMIUM BRANDS,779007,31-07-2025,KNITS,WOMEN,RGHR25103680,PANTS,BULK,GURUGRAM-418 (KNITS),FA25,31-07-2025,PB10100195,USD,11.62,85.09,85.1,4464,51871.68,4464,4413761.25,51865.58,0,1,1,1,0,-204,51865.58,42,06-07-2025,15,21-07-2025,64.95049505,1
SUPERDRY KIDS,NEXT P.L.C.,CI8434746,ECLIPSE NAVY,4000017961,NEXT PLC,SDOBAW25095 W79845,01-09-2025,KNITS,KIDS,RGUP25101501,JOGGERS,BULK,NOIDA - D-53-54 (KNITS),AW25,01-09-2025,NE10100144,USD,8.05,86.2,86.2,1000,8050,1000,693910,8050,0,0,1,0,0,-172,8050,78,20-07-2025,7,27-07-2025,94.45544554,1
TOMMY BAHAMA SPORSTWEAR,TOMMY BAHAMA GLOBAL SOURCING,494239 B,ISLAND NAVY,4000020717,TOMMY BAHAMA,261-ST327196 DEC,20-12-2025,WOVEN,MEN,RGHR25106616,SHIRT,BULK,MANESAR-181 (WOVEN),SP26,20-12-2025,TB11100042,USD,15.31,89.59,89.55,420,6430.2,432,576081.62,6433.07,0,1,1,1,0,-62,6433.07,52,08-11-2025,4,12-11-2025,64.95049505,1
CORE,TALBOTS IMPORT LLC.,6493807,DARKER MEDIUM WASH,Not Generated,TALBOTS,262075241P,06-03-2026,WOVEN,WOMEN,Not Generated,TOP,BULK,MANESAR-427 (WOVEN),SU26,06-03-2026,TA11100234,USD,10.26,89.6,89.1,700,7182,0,643507.2,7222.3,0,1,0,0,0,14,7222.3,60,06-02-2026,9,15-02-2026,140,0
LOFT,PREMIUM BRANDS OPCO LLC,5005766,SILVER SPRAKLE,4000017433,PREMIUM BRANDS,772085,13-08-2025,WOVEN,WOMEN,RGHR25104005,DRESS,BULK,GURUGRAM-294 (WOVEN),WI25,13-08-2025,PB11100415,USD,13,86.9,86.9,3280,42640,3406,3705416,42640,0,0,1,0,0,-191,42640,49,10-07-2025,23,02-08-2025,85.34653465,1
SUPER DRY,DKH RETAIL LIMITED (SUPERDRY),1112629,SUPER DARK NAVY,4000017602,SUPER DRY,M2014346A BUY7,20-08-2025,KNITS,MEN,RGHR25104251,SWEATSHIR,BULK,MANESAR-407 (KNITS),AW25,20-08-2025,SU10100183,GBP,9.2,115.09,86.9,180,1656,180,190589.04,2193.2,0,0,1,0,0,-184,2193.2,41,07-07-2025,8,15-07-2025,73.86138614,1
SLEEPWEAR,HANNA ANDERSON,33472,HPR-31463 COCOA,4000017727,HANNA ANDERSSON,82203,01-09-2025,WOVEN,KIDS,RGHR25104290,TOP,BULK,MANESAR-7/4 (WOVEN),HO25,01-09-2025,HA11100101,USD,15,86.2,86.2,2066,30990,2158,2671338,30990,0,0,1,0,0,-172,30990,8,04-08-2025,15,19-08-2025,94.45544554,1
PURE JILL,NEWTIMES MACAO COMMERCIAL OFFS,3049486,WHITE,Not Generated,J.JILL,WDR346122,18-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,GURUGRAM-215 (WOVEN),SU26,18-02-2026,JJ11100166,USD,23.85,87.8,89.1,227,5413.95,0,475344.81,5334.96,0,0,0,0,0,-2,5334.96,69,28-01-2026,6,03-02-2026,94.05940594,0
QUINCE,LAST BRAND INC. C/O KERRY,33629,BLACK,Not Generated,LAST BRAND INC.,W-DRS-129-REP/3,17-01-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-427 (WOVEN),SP26,17-01-2026,LI11100045,USD,26.99,87.75,89.1,1275,34412.25,0,3019674.94,33890.85,0,0,0,0,0,-34,33890.85,56,12-12-2025,4,16-12-2025,64.55445545,0
CORE,NEWTIMES MACAO COMMERCIAL OFFS,3048807,WHITE,Not Generated,J.JILL,WTP347901 W,18-02-2026,WOVEN,WOMEN,Not Generated,SHIRT,BULK,GURUGRAM-215 (WOVEN),SP26,18-02-2026,JJ11100168,USD,14.75,87.8,89.1,424,6254,0,549101.2,6162.75,0,0,0,0,0,-2,6162.75,29,16-01-2026,5,21-01-2026,94.05940594,0
CALVIN KLEIN,PVH ARVIND FASHION PRIVATE LIM,7100018633,BLACK,Not Generated,PVH CORP,4LF250G,03-11-2025,KNITS,MEN,Not Generated,POLO,BULK,NOIDA - D-49-50 (KNITS),SP26,03-11-2025,PC10100105,INR,641.75,1,87,284,182257,0,182257,2094.91,0,1,0,0,0,-109,2094.91,11,30-09-2025,3,03-10-2025,84.95049505,0
BEACHWEAR T-52,MARKS AND SPENCER PLC,uk-2,BROWN MIX,Not Generated,MARK & SPENCER,8583-REP/TAL,22-02-2026,WOVEN,WOMEN,Not Generated,DRESS,BULK,MANESAR-7/4 (WOVEN),SU26,22-02-2026,MS11100751,USD,15.6,87.75,89.1,85,1326,0,116356.5,1305.91,0,1,0,0,0,2,1305.91,54,21-01-2026,3,24-01-2026,107.5247525,0
LOS,PREMIUM BRANDS OPCO LLC,5016558,BLAIRE STRIPE,4000021973,PREMIUM BRANDS,798129,26-12-2025,KNITS,WOMEN,RGHR25107551,TOP,BULK,GURUGRAM-418 (KNITS),SP26,26-12-2025,PB10100441,USD,4.49,89.54,89.55,4334,19459.66,4334,1742417.96,19457.49,0,0,1,0,0,-56,19457.49,13,15-11-2025,17,02-12-2025,86.93069307,1
CROWN & IVY,BELK,2690957,GREEN VINE,4000022179,BELK INTL.,72627SPK000068,23-01-2026,KNITS,WOMEN,RGHR25107708,TEE,BULK,GURUGRAM-871 (KNITS),SU26,23-01-2026,BI10100258,USD,4.28,89.09,89.1,3598,15399.44,3598,1371936.11,15397.71,0,1,1,1,0,-28,15397.71,72,25-12-2025,20,14-01-2026,70.0990099,1
CROWN & IVY,BELK,2691032,CWSU26FANS_--011—,4000022168,BELK INTL.,72827SPK000006,09-01-2026,KNITS,WOMEN,RGHR25107699,TEE,BULK,GURUGRAM-871 (KNITS),SU26,09-01-2026,BI10100263,USD,4.55,89.09,89.1,1468,6679.4,1468,595067.75,6678.65,0,1,1,1,0,-42,6678.65,47,04-12-2025,9,13-12-2025,92.07920792,1
LOFT,PREMIUM BRANDS OPCO LLC,5014199,007792 CHAI LATTE,4000020750,PREMIUM BRANDS,777135,12-12-2025,WOVEN,WOMEN,RGHR25106669,DRESS,BULK,GURUGRAM-294 (WOVEN),SP26,12-12-2025,PB11100623,USD,14.08,89.59,89.6,758,10672.64,776,956161.82,10671.45,0,0,1,0,0,-70,10671.45,74,10-11-2025,6,16-11-2025,77.02970297,1
SLEEPWEAR,HANNA ANDERSON CORPORATE OFFIC,32909,HPR-30713,4000015777,HANNA ANDERSSON,80039,18-07-2025,WOVEN,MEN,RGHR25102917,PAJAMA,BULK,MANESAR-11 (WOVEN),HO25,18-07-2025,HA11100108,USD,7.95,85.95,85.1,1301,10342.95,1363,888976.55,10446.26,0,1,1,1,0,-217,10446.26,61,06-06-2025,4,10-06-2025,90.69306931,1
COLLECTION T-41,MARKS AND SPENCER PLC,2031149780,SOFT WHITE,4000021879,MARK & SPENCER,7113W,11-01-2026,WOVEN,WOMENS,RGHR25107465,SHIRT,BULK,MANESAR-166 (WOVEN),SP26,11-01-2026,MS11100616,USD,9.4,89.54,89.1,150,1410,150,126251.4,1416.96,0,0,1,0,0,-40,1416.96,58,18-12-2025,5,23-12-2025,85.94059406,1
SUPER DRY,BRAND COLLECTIVE PTY LTD.,TBA,GREEN/NAVY STRIPE,Not Generated,SUPER DRY,W6012212A SMS,10-10-2025,KNITS,WOMEN,Not Generated,TOP,BULK,GURUGRAM-232 (KNITS),AW26,10-10-2025,SU10100341,GBP,15,117.75,88,1,15,0,1766.25,20.07,0,1,0,0,0,-133,20.07,84,28-08-2025,3,31-08-2025,98.41584158,0
LOFT,PREMIUM BRANDS OPCO LLC,5006579,WHISPER WHITE-4899,4000018501,PREMIUM BRANDS,783214,10-10-2025,KNITS,WOMEN,RGUP25101691,SWEATSHIR,BULK,NOIDA - B-33-34 (KNITS),WI25,10-10-2025,PB10100271,USD,9.29,88,88,2958,27479.82,2958,2418224.16,27479.82,0,1,1,1,0,-133,27479.82,58,08-09-2025,18,26-09-2025,98.41584158,1
PURE JILL,NEWTIMES MACAO COMMERCIAL OFFS,3047262,CRYSTAL LAKE WASH,4000019498,J.JILL,WTP343152,12-11-2025,WOVEN,WOMEN,RGHR25106004,TOP,BULK,GURUGRAM-215 (WOVEN),SP26,12-11-2025,JJ11100077,USD,16.24,87.75,87.75,229,3718.96,229,326338.74,3718.96,0,0,1,0,0,-100,3718.96,66,09-10-2025,3,12-10-2025,73.06930693,1
WOMENS RETAIL,J.CREW OPERATING CORP,1800937,BK0001 BLACK,4000021843,J.CREW,CS596/250244-SP26,01-01-2026,WOVEN,WOMEN,RGHR25107425,DRESS,BULK,MANESAR-181 (WOVEN),SP26,01-01-2026,JC11100299,USD,27.75,89.54,89.55,308,8547,320,765298.38,8546.05,0,0,1,0,0,-50,8546.05,6,06-12-2025,3,09-12-2025,81.38613861,1
WOMENS RETAIL,J.CREW OPERATING CORP,2767921,PT9234 BLACK,4000017319,J.CREW,CP157/241663,17-08-2025,WOVEN,WOMEN,RGHR25104128,DRESS,BULK,GURUGRAM-227 (WOVEN),HO25,17-08-2025,JC11100191,USD,36.49,86.9,86.9,134,4889.66,140,424911.45,4889.66,0,0,1,0,0,-187,4889.66,39,08-07-2025,6,14-07-2025,70.0990099,1
J.JILL,JILL ACQUISITION LLC,3048559,MALACHITE,Not Generated,J.JILL,KTP315071,11-02-2026,KNITS,WOMEN,Not Generated,TUNIC,BULK,MANESAR-407 (KNITS),SP26,11-02-2026,JJ10100291,USD,8.6,88,89.1,1568,13484.8,0,1186662.4,13318.32,0,1,0,0,0,-9,13318.32,16,09-01-2026,7,16-01-2026,67.32673267,0
CALVIN KLEIN,PVH CORP.,5200028357,CASUAL BLUE,4000016656,PVH CORP,47C200G-HO25,04-08-2025,KNITS,WOMENS,RGUP25101162,TOP,BULK,NOIDA - B-33-34 (KNITS),HO25,04-08-2025,PC10100065,USD,5.12,85.09,85.1,1295,6630.4,1295,564180.74,6629.62,0,1,1,1,0,-200,6629.62,22,24-06-2025,8,02-07-2025,91.08910891,1
BOYS,HANNA ANDERSON,34398,VX4 FAST LANE,Not Generated,HANNA ANDERSSON,67009,16-01-2026,KNITS,BOYS,Not Generated,TEE,BULK,NOIDA - B-33-34 (KNITS),SU26,16-01-2026,HA10100206,USD,2.99,87.75,89.1,3498,10459.02,0,917779.01,10300.55,0,0,0,0,0,-35,10300.55,12,14-12-2025,22,05-01-2026,94.05940594,0
